Time,Workload,Kafka Data Latency,Kafka Execution Latency,Mach Data Latency,Mach Execution Latency,ES Data Latency,ES Execution Latency
,,,,,,631.5839705,0.301339596
,,,,,,0.036577694,0.010407567
,,,,,,329.7178468,0.046761075
,,,,,,323.873071,0.096340695
,,,,,,222.5321628,0.066569208
,,,,,,365.6423464,0.056483398
,,,,,,294.0165151,0.594229358
,,,,,,535.9693047,0.058701365
,,,,,,4.101879687,0.019687472
,,,,,,0.910962575,0.062577736
,,,,,,258.0057215,0.010162141
,,,,,,0.097743447,0.182668114
,,,,,,527.0479404,0.144243142
,,,,,,444.6986426,0.2910028
,,,,,,0.727635898,0.839198616
,,,,,,10.20705794,0.073788375
,,,,,,9.695667587,0.42107524
,,,,,,205.6197452,0.095772368
,,,,,,475.9975271,0.383173818
,,,,,,214.6293516,0.074385257
,,,,,,440.5783272,0.053958271
,,,,,,196.4343385,0.666184115
,,,,,,0.1441787,0.048777676
,,,,,,0.682477171,0.103970533
,,,,,,422.4951638,0.012464985
,,,,,,218.3845665,0.114287486
,,,,,,0.174264747,0.010235765
,,,,,,0.723673964,0.094458258
,,,,,,0.21118089,0.26220854
,,,,,,111.0075767,0.117125572
,,,,,,16.33545386,0.106762873
,,,,,,356.649308,0.097915448
,,,,,,0.091677834,0.019032279
,,,,,,0.656926599,0.113323122
,,,,,,350.4319878,0.784861101
,,,,,,0.146815059,0.052243943
,,,,,,330.3128738,0.03308767
,,,,,,56.13756615,0.104811281
,,,,,,49.55405168,0.090823719
,,,,,,0.174443603,0.011020483
,,,,,,295.2441831,0.037736973
,,,,,,0.153623282,0.007933339
,,,,,,0.296787172,0.010006257
,,,,,,0.619380758,0.077539204
,,,,,,1.163102793,0.556265192
,,,,,,31.86388313,0.053098929
,,,,,,0.358935198,0.014566656
,,,,,,227.9230244,0.010114456
,,,,,,205.8394201,0.059062144
,,,,,,0.812023241,0.048779961
,,,,,,9.891245172,0.080936283
,,,,,,201.0584695,0.039659619
,,,,,,0.129013364,0.029683424
,,,,,,0.533578535,0.153569273
,,,,,,0.070721483,0.092144585
,,,,,,0.144776703,0.074558584
,,,,,,0.108925051,0.069039057
,,,,,,0.279013334,0.045146237
,,,,,,0.097027828,0.02907979
,,,,,,0.125253034,0.145462927
,,,,,,9.804812004,0.028873977
,,,,,,0.718722243,0.297891883
,,,,,,0.125473819,0.155848587
,,,,,,0.200276669,0.091155286
,,,,,,0.130312984,0.447427314
,,,,,,0.689676539,0.103326601
,,,,,,73.86369565,0.009192881
,,,,,,0.197967479,0.024816918
,,,,,,0.138226498,0.007760407
,,,,,,0.705215422,0.026188381
,,,,,,41.75914821,0.090190169
,,,,,,0.390287355,0.118553926
,,,,,,0.044512105,0.042223737
,,,,,,0.070741057,0.053848219
,,,,,,27.45894897,0.00767904
,,,,,,0.181413348,0.050385872
,,,,,,0.15671548,0.058351659
,,,,,,7.461458313,0.014265557
,,,,,,0.077917608,0.01037279
,,,,,,3.643010148,0.013523173
,,,,,,0.183266019,0.077608081
,,,,,,0.114043333,0.018911547
,,,,,,0.150114355,0.015437319
,,,,,,27.75151455,0.17452758
,,,,,,0.03217012,0.006501983
,,,,,,0.147696194,0.007462608
,,,,,,0.125616968,0.200082889
,,,,,,0.187489861,0.05396426
,,,,,,0.152935204,0.019205331
,,,,,,0.182375833,0.072396826
